x,y
-10.0,1.8381639608896658
-9.9,2.1856208739134737
-9.8,2.7286683474751734
-9.700000000000001,3.6797089159186918
-9.600000000000001,5.736353261297815
-9.500000000000002,13.306521497682283
-9.400000000000002,-40.36257629087631
-9.300000000000002,-8.035069962324584
-9.200000000000003,-4.486519742433265
-9.100000000000003,-3.1338299345616836
-9.000000000000004,-2.4264866435520087
-8.900000000000004,-1.995924894364283
-8.800000000000004,-1.7096437105158813
-8.700000000000005,-1.508365629391342
-8.600000000000005,-1.361661154292061
-8.500000000000005,-1.2523683653633781
-8.400000000000006,-1.1701395713656852
-8.300000000000006,-1.1084362896105842
-8.200000000000006,-1.0630036336115367
-8.100000000000007,-1.0310449587347246
-8.000000000000007,-1.0107562184000982
-7.9000000000000075,-1.0010597801050847
-7.800000000000008,-1.001458779563393
-7.700000000000008,-1.0119734329817276
-7.6000000000000085,-1.0331435850468673
-7.500000000000009,-1.066098107420473
-7.400000000000009,-1.112708347304796
-7.30000000000001,-1.175866579288279
-7.20000000000001,-1.2599728999359554
-7.10000000000001,-1.3718003714222395
-7.000000000000011,-1.5221010625637117
-6.900000000000011,-1.7287884781877978
-6.800000000000011,-2.0238271192139083
-6.700000000000012,-2.470051120368122
-6.600000000000012,-3.2098466435485737
-6.500000000000012,-4.648568498394147
-6.400000000000013,-8.580067116568223
-6.300000000000013,-59.47459965818178
-6.2000000000000135,12.03522911575899
-6.100000000000014,5.489603933564605
-6.000000000000014,3.5788995472545806
-5.900000000000015,2.6746788287899683
-5.800000000000015,2.152379055263678
-5.700000000000015,1.8159183828994765
-5.600000000000016,1.5841166632383907
-5.500000000000016,1.4173534293614884
-5.400000000000016,1.2940553248800304
-5.300000000000017,1.201536848933934
-5.200000000000017,1.1319200069016029
-5.100000000000017,1.0801297701239239
-5.000000000000018,1.0428352127714113
-4.900000000000018,1.0178607977119611
-4.8000000000000185,1.0038501580262353
-4.700000000000019,1.0000767483257522
-4.600000000000019,1.0063490525157863
-4.5000000000000195,1.0229863836712976
-4.40000000000002,1.0508594163867877
-4.30000000000002,1.0915053265874284
-4.200000000000021,1.1473471746819728
-4.100000000000021,1.2220798877035564
-4.000000000000021,1.321348708810878
-3.9000000000000212,1.4539825588197963
-3.800000000000021,1.6343664350871152
-3.700000000000021,1.8873759692672116
-3.600000000000021,2.2597826047409413
-3.500000000000021,2.8507634375403055
-3.400000000000021,3.913264801898378
-3.3000000000000207,6.339317250027589
-3.2000000000000206,17.130872356872644
-3.1000000000000205,-24.04964090230238
-3.0000000000000204,-7.086167395738201
-2.9000000000000203,-4.179740036410685
-2.8000000000000203,-2.9851802206575146
-2.70000000000002,-2.3398387389058146
-2.60000000000002,-1.9398590472546162
-2.50000000000002,-1.6709215455587247
-2.40000000000002,-1.480465595747294
-2.30000000000002,-1.3410124854579049
-2.2000000000000197,-1.236863881243876
-2.1000000000000196,-1.158467503523719
-2.0000000000000195,-1.0997501702946262
-1.9000000000000195,-1.0567472337911592
-1.8000000000000194,-1.0268546826963327
-1.7000000000000193,-1.0084052488902282
-1.6000000000000192,-1.0004265788504199
-1.500000000000019,-1.0025113042467235
-1.400000000000019,-1.0147651062948762
-1.300000000000019,-1.037820045674796
-1.2000000000000188,-1.0729163777098893
-1.1000000000000187,-1.1220733185271894
-1.0000000000000187,-1.188395105778107
-0.9000000000000187,-1.2766062134588767
-0.8000000000000187,-1.394007819388611
-0.7000000000000187,-1.5522703269570695
-0.6000000000000187,-1.771032196687677
-0.5000000000000188,-2.085829642933416
-0.4000000000000188,-2.567932455547669
-0.3000000000000188,-3.383863361823917
-0.2000000000000188,-5.033489547671877
-0.1000000000000188,-10.0166861316329
-1.8790524691780774E-14,-5.321831169714028E13
0.09999999999998122,10.016686131636652
0.19999999999998122,5.0334895476728105
0.2999999999999812,3.383863361824328
0.39999999999998126,2.567932455547897
0.49999999999998124,2.08582964293356
0.5999999999999812,1.771032196687774
0.6999999999999812,1.5522703269571385
0.7999999999999812,1.3940078193886616
0.8999999999999811,1.2766062134589147
0.9999999999999811,1.1883951057781357
1.0999999999999812,1.1220733185272107
1.1999999999999813,1.072916377709905
1.2999999999999814,1.0378200456748068
1.3999999999999815,1.0147651062948826
1.4999999999999816,1.0025113042467262
1.5999999999999817,1.0004265788504187
1.6999999999999817,1.008405248890223
1.7999999999999818,1.0268546826963236
1.899999999999982,1.0567472337911457
1.999999999999982,1.0997501702946075
2.099999999999982,1.1584675035236935
2.199999999999982,1.236863881243842
2.299999999999982,1.3410124854578596
2.399999999999982,1.4804655957472332
2.4999999999999822,1.6709215455586401
2.5999999999999823,1.9398590472544948
2.6999999999999824,2.3398387389056277
2.7999999999999825,2.9851802206571976
2.8999999999999826,4.179740036410045
2.9999999999999827,7.086167395736325
3.0999999999999828,24.04964090228056
3.199999999999983,-17.130872356883703
3.299999999999983,-6.3393172500290875
3.399999999999983,-3.9132648018989373
3.499999999999983,-2.8507634375405924
3.599999999999983,-2.2597826047411145
3.6999999999999833,-1.8873759692673255
3.7999999999999834,-1.634366435087195
3.8999999999999835,-1.4539825588198543
3.9999999999999836,-1.321348708810921
4.099999999999984,-1.2220798877035883
4.199999999999983,-1.147347174681997
4.299999999999983,-1.0915053265874461
4.399999999999983,-1.0508594163868004
4.499999999999982,-1.022986383671306
4.599999999999982,-1.0063490525157908
4.6999999999999815,-1.0000767483257529
4.799999999999981,-1.003850158026232
4.899999999999981,-1.0178607977119538
4.9999999999999805,-1.0428352127713998
5.09999999999998,-1.0801297701239074
5.19999999999998,-1.1319200069015805
5.299999999999979,-1.201536848933904
5.399999999999979,-1.2940553248799906
5.499999999999979,-1.4173534293614354
5.599999999999978,-1.5841166632383181
5.699999999999978,-1.815918382899374
5.799999999999978,-2.1523790552635247
5.899999999999977,-2.674678828789721
5.999999999999977,-3.5788995472541214
6.0999999999999766,-5.489603933563499
6.199999999999976,-12.035229115753607
6.299999999999976,59.47459965831371
6.3999999999999755,8.58006711657095
6.499999999999975,4.648568498394935
6.599999999999975,3.2098466435489392
6.699999999999974,2.47005112036833
6.799999999999974,2.023827119214041
6.899999999999974,1.7287884781878888
6.999999999999973,1.522101062563777
7.099999999999973,1.3718003714222877
7.199999999999973,1.2599728999359914
7.299999999999972,1.175866579288306
7.399999999999972,1.1127083473048163
7.499999999999972,1.0660981074204876
7.599999999999971,1.033143585046877
7.699999999999971,1.0119734329817334
7.7999999999999705,1.0014587795633951
7.89999999999997,1.001059780105083
7.99999999999997,1.0107562184000927
8.09999999999997,1.0310449587347148
8.199999999999969,1.0630036336115225
8.299999999999969,1.1084362896105644
8.399999999999968,1.1701395713656588
8.499999999999968,1.2523683653633426
8.599999999999968,1.361661154292014
8.699999999999967,1.5083656293912786
8.799999999999967,1.7096437105157931
8.899999999999967,1.9959248943641548
8.999999999999966,2.4264866435518084
9.099999999999966,3.1338299345613363
9.199999999999966,4.486519742432533
9.299999999999965,8.035069962322195
9.399999999999965,40.36257629081556
9.499999999999964,-13.306521497688868
9.599999999999964,-5.7363532612990245
9.699999999999964,-3.679708915919178
9.799999999999963,-2.728668347475432
9.899999999999963,-2.185620873913632
9.999999999999963,-1.8381639608897715
